period_start,period_end,province,area,coffee_type,avg_price_vnd_per_kg,observed_price_vnd_per_kg,price_observations,price_fill_method,avg_temperature_c,avg_humidity_percent,total_rainfall_mm,avg_soil_moisture_0_7cm,dominant_soil_type,soil_score,soil_data_confidence
2022-03-21,2022-03-27,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41550,41550.0,2,observed,24.771,81.714,38.2,0.334,Dat do vang / dat bazan cuc bo,3,low
2022-03-28,2022-04-03,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41400,41400.0,3,observed,23.557,77.143,68.2,0.428,Dat do vang / dat bazan cuc bo,3,low
2022-04-04,2022-04-10,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41000,41000.0,2,observed,22.286,72.143,5.4,0.379,Dat do vang / dat bazan cuc bo,3,low
2022-04-11,2022-04-17,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41400,41400.0,1,observed,24.8,77.0,12.9,0.288,Dat do vang / dat bazan cuc bo,3,low
2022-04-18,2022-04-24,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40600,40600.0,1,observed,24.957,73.286,17.2,0.29,Dat do vang / dat bazan cuc bo,3,low
2022-04-25,2022-05-01,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41500,41500.0,2,observed,26.186,76.429,36.7,0.319,Dat do vang / dat bazan cuc bo,3,low
2022-05-02,2022-05-08,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41000,,0,interpolated_area,24.1,79.429,23.6,0.427,Dat do vang / dat bazan cuc bo,3,low
2022-05-09,2022-05-15,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40500,40500.0,3,observed,25.114,84.429,37.3,0.405,Dat do vang / dat bazan cuc bo,3,low
2022-05-16,2022-05-22,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41900,41900.0,1,observed,24.014,86.857,83.2,0.453,Dat do vang / dat bazan cuc bo,3,low
2022-05-23,2022-05-29,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41100,41100.0,1,observed,23.814,88.857,40.8,0.485,Dat do vang / dat bazan cuc bo,3,low
2022-05-30,2022-06-05,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,43000,43000.0,2,observed,24.429,87.0,31.6,0.476,Dat do vang / dat bazan cuc bo,3,low
2022-06-06,2022-06-12,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42500,42500.0,1,observed,24.429,87.714,29.8,0.474,Dat do vang / dat bazan cuc bo,3,low
2022-06-13,2022-06-19,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42600,42600.0,2,observed,24.686,85.857,20.8,0.444,Dat do vang / dat bazan cuc bo,3,low
2022-06-20,2022-06-26,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,43200,43200.0,1,observed,24.614,85.286,40.4,0.458,Dat do vang / dat bazan cuc bo,3,low
2022-06-27,2022-07-03,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42900,42900.0,1,observed,24.143,88.571,76.6,0.483,Dat do vang / dat bazan cuc bo,3,low
2022-07-04,2022-07-10,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42300,42300.0,1,observed,24.329,88.429,61.0,0.488,Dat do vang / dat bazan cuc bo,3,low
2022-07-11,2022-07-17,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42175,,0,interpolated_area,24.086,89.714,78.0,0.497,Dat do vang / dat bazan cuc bo,3,low
2022-07-18,2022-07-24,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42050,42050.0,2,observed,23.7,87.857,69.3,0.483,Dat do vang / dat bazan cuc bo,3,low
2022-07-25,2022-07-31,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,43067,43066.666666666664,3,observed,24.371,86.429,23.5,0.425,Dat do vang / dat bazan cuc bo,3,low
2022-08-01,2022-08-07,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,44400,44400.0,1,observed,23.643,90.143,52.8,0.494,Dat do vang / dat bazan cuc bo,3,low
2022-08-08,2022-08-14,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,46500,46500.0,2,observed,23.229,90.0,88.6,0.499,Dat do vang / dat bazan cuc bo,3,low
2022-08-15,2022-08-21,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,48900,48900.0,1,observed,23.686,88.857,78.3,0.497,Dat do vang / dat bazan cuc bo,3,low
2022-08-22,2022-08-28,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,49700,49700.0,2,observed,23.971,87.0,58.4,0.494,Dat do vang / dat bazan cuc bo,3,low
2022-08-29,2022-09-04,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,48600,48600.0,2,observed,24.043,87.429,68.3,0.471,Dat do vang / dat bazan cuc bo,3,low
2022-09-05,2022-09-11,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,48250,48250.0,2,observed,23.457,88.714,64.0,0.485,Dat do vang / dat bazan cuc bo,3,low
2022-09-12,2022-09-18,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,47967,47966.666666666664,3,observed,23.3,89.571,63.7,0.488,Dat do vang / dat bazan cuc bo,3,low
2022-09-19,2022-09-25,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,47567,47566.666666666664,3,observed,22.929,91.857,82.8,0.501,Dat do vang / dat bazan cuc bo,3,low
2022-09-26,2022-10-02,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,47300,47300.0,1,observed,23.014,90.143,162.4,0.499,Dat do vang / dat bazan cuc bo,3,low
2022-10-03,2022-10-09,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,46533,46533.333333333336,3,observed,23.4,85.143,16.2,0.475,Dat do vang / dat bazan cuc bo,3,low
2022-10-10,2022-10-16,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,46550,46550.0,2,observed,22.029,87.857,96.5,0.478,Dat do vang / dat bazan cuc bo,3,low
2022-10-17,2022-10-23,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,44250,44250.0,2,observed,22.514,82.0,2.3,0.434,Dat do vang / dat bazan cuc bo,3,low
2022-10-24,2022-10-30,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,42500,42500.0,2,observed,23.1,79.714,18.2,0.4,Dat do vang / dat bazan cuc bo,3,low
2022-10-31,2022-11-06,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41250,41250.0,2,observed,21.443,77.714,0.9,0.316,Dat do vang / dat bazan cuc bo,3,low
2022-11-07,2022-11-13,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40500,40500.0,2,observed,23.271,76.0,0.5,0.272,Dat do vang / dat bazan cuc bo,3,low
2022-11-14,2022-11-20,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,189750,189750.0,4,observed,23.771,77.714,23.7,0.298,Dat do vang / dat bazan cuc bo,3,low
2022-11-21,2022-11-27,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,39850,39850.0,2,observed,23.129,87.571,40.1,0.435,Dat do vang / dat bazan cuc bo,3,low
2022-11-28,2022-12-04,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40500,40500.0,1,observed,23.429,78.571,3.5,0.358,Dat do vang / dat bazan cuc bo,3,low
2022-12-05,2022-12-11,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41050,41050.0,2,observed,23.257,71.286,0.2,0.295,Dat do vang / dat bazan cuc bo,3,low
2022-12-12,2022-12-18,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40967,40966.666666666664,3,observed,20.171,70.857,0.6,0.271,Dat do vang / dat bazan cuc bo,3,low
2022-12-19,2022-12-25,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40700,40700.0,1,observed,19.643,68.714,0.0,0.253,Dat do vang / dat bazan cuc bo,3,low
2022-12-26,2023-01-01,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40700,40700.0,2,observed,20.043,68.0,0.2,0.242,Dat do vang / dat bazan cuc bo,3,low
2023-01-02,2023-01-08,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,39700,39700.0,2,observed,21.071,71.429,17.4,0.291,Dat do vang / dat bazan cuc bo,3,low
2023-01-09,2023-01-15,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,39700,39700.0,3,observed,21.971,78.429,6.9,0.369,Dat do vang / dat bazan cuc bo,3,low
2023-01-16,2023-01-22,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,40850,40850.0,2,observed,20.771,70.143,0.0,0.278,Dat do vang / dat bazan cuc bo,3,low
2023-01-23,2023-01-29,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,41925,,0,interpolated_area,20.614,66.0,0.0,0.251,Dat do vang / dat bazan cuc bo,3,low
2023-01-30,2023-02-05,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,43000,43000.0,2,observed,22.357,67.714,0.6,0.246,Dat do vang / dat bazan cuc bo,3,low
2023-02-06,2023-02-12,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,43350,43350.0,2,observed,24.157,67.0,0.4,0.225,Dat do vang / dat bazan cuc bo,3,low
2023-02-13,2023-02-19,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,44700,44700.0,2,observed,23.557,64.571,1.2,0.243,Dat do vang / dat bazan cuc bo,3,low
2023-02-20,2023-02-26,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,46550,46550.0,2,observed,21.4,63.143,0.0,0.247,Dat do vang / dat bazan cuc bo,3,low
2023-02-27,2023-03-05,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,47500,47500.0,2,observed,21.657,63.286,0.0,0.244,Dat do vang / dat bazan cuc bo,3,low
2023-03-06,2023-03-12,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,47800,47800.0,3,observed,21.457,64.714,0.0,0.243,Dat do vang / dat bazan cuc bo,3,low
2023-03-13,2023-03-19,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,46950,46950.0,2,observed,24.071,62.0,0.0,0.235,Dat do vang / dat bazan cuc bo,3,low
2023-03-20,2023-03-26,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,46650,46650.0,2,observed,27.357,61.0,0.0,0.243,Dat do vang / dat bazan cuc bo,3,low
2023-03-27,2023-04-02,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,48300,48300.0,2,observed,25.286,75.0,17.7,0.294,Dat do vang / dat bazan cuc bo,3,low
2023-04-03,2023-04-09,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,48900,48900.0,1,observed,26.1,69.571,10.7,0.284,Dat do vang / dat bazan cuc bo,3,low
2023-04-10,2023-04-16,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,49900,49900.0,2,observed,26.6,73.286,15.4,0.273,Dat do vang / dat bazan cuc bo,3,low
2023-04-17,2023-04-23,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,50667,50666.666666666664,3,observed,26.757,76.571,16.7,0.346,Dat do vang / dat bazan cuc bo,3,low
2023-04-24,2023-04-30,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,51650,51650.0,2,observed,26.2,68.571,4.3,0.334,Dat do vang / dat bazan cuc bo,3,low
2023-05-01,2023-05-07,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,55167,55166.666666666664,3,observed,27.943,64.429,8.6,0.272,Dat do vang / dat bazan cuc bo,3,low
2023-05-08,2023-05-14,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,54000,54000.0,2,observed,24.671,87.429,84.0,0.447,Dat do vang / dat bazan cuc bo,3,low
2023-05-15,2023-05-21,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,56900,56900.0,3,observed,25.614,83.857,22.4,0.434,Dat do vang / dat bazan cuc bo,3,low
2023-05-22,2023-05-28,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,60850,60850.0,2,observed,25.0,84.571,37.6,0.421,Dat do vang / dat bazan cuc bo,3,low
2023-05-29,2023-06-04,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,60500,60500.0,1,observed,24.543,87.571,56.7,0.441,Dat do vang / dat bazan cuc bo,3,low
2023-06-05,2023-06-11,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,62500,62500.0,3,observed,24.243,86.857,76.8,0.486,Dat do vang / dat bazan cuc bo,3,low
2023-06-12,2023-06-18,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,64450,64450.0,2,observed,24.629,86.286,37.4,0.475,Dat do vang / dat bazan cuc bo,3,low
2023-06-19,2023-06-25,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,66150,66150.0,2,observed,24.814,86.857,31.2,0.463,Dat do vang / dat bazan cuc bo,3,low
2023-06-26,2023-07-02,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65900,65900.0,3,observed,24.571,87.0,62.5,0.477,Dat do vang / dat bazan cuc bo,3,low
2023-07-03,2023-07-09,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65025,65025.0,4,observed,24.814,85.0,22.8,0.451,Dat do vang / dat bazan cuc bo,3,low
2023-07-10,2023-07-16,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65600,65600.0,6,observed,24.871,85.429,51.2,0.457,Dat do vang / dat bazan cuc bo,3,low
2023-07-17,2023-07-23,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65950,65950.0,2,observed,24.286,88.286,88.3,0.494,Dat do vang / dat bazan cuc bo,3,low
2023-07-24,2023-07-30,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,67300,67300.0,1,observed,24.186,88.714,96.4,0.501,Dat do vang / dat bazan cuc bo,3,low
2023-07-31,2023-08-06,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,66867,66866.66666666667,3,observed,24.086,87.571,35.8,0.492,Dat do vang / dat bazan cuc bo,3,low
2023-08-07,2023-08-13,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,67100,67100.0,3,observed,25.257,83.0,19.4,0.445,Dat do vang / dat bazan cuc bo,3,low
2023-08-14,2023-08-20,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65133,65133.333333333336,3,observed,24.843,86.571,39.7,0.466,Dat do vang / dat bazan cuc bo,3,low
2023-08-21,2023-08-27,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,64050,64050.0,2,observed,24.757,86.143,34.4,0.485,Dat do vang / dat bazan cuc bo,3,low
2023-08-28,2023-09-03,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65150,65150.0,2,observed,24.2,88.571,61.4,0.498,Dat do vang / dat bazan cuc bo,3,low
2023-09-04,2023-09-10,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65600,65600.0,1,observed,24.414,88.571,55.8,0.488,Dat do vang / dat bazan cuc bo,3,low
2023-09-11,2023-09-17,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65800,65800.0,2,observed,23.743,89.857,58.8,0.491,Dat do vang / dat bazan cuc bo,3,low
2023-09-18,2023-09-24,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,67400,67400.0,2,observed,23.914,87.286,27.1,0.469,Dat do vang / dat bazan cuc bo,3,low
2023-09-25,2023-10-01,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,66300,66300.0,4,observed,23.571,90.0,102.7,0.498,Dat do vang / dat bazan cuc bo,3,low
2023-10-02,2023-10-08,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,65033,65033.333333333336,3,observed,23.914,90.143,41.2,0.492,Dat do vang / dat bazan cuc bo,3,low
2023-10-09,2023-10-15,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,63400,63400.0,2,observed,23.343,91.286,82.3,0.497,Dat do vang / dat bazan cuc bo,3,low
2023-10-16,2023-10-22,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,63950,63950.0,2,observed,22.971,90.857,119.3,0.492,Dat do vang / dat bazan cuc bo,3,low
2023-10-23,2023-10-29,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,60800,60800.0,1,observed,23.3,89.0,29.1,0.477,Dat do vang / dat bazan cuc bo,3,low
2023-10-30,2023-11-05,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,58700,58700.0,2,observed,24.186,80.857,7.7,0.394,Dat do vang / dat bazan cuc bo,3,low
2023-11-06,2023-11-12,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,58200,58200.0,3,observed,23.757,84.0,25.2,0.421,Dat do vang / dat bazan cuc bo,3,low
2023-11-13,2023-11-19,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,59033,59033.333333333336,3,observed,23.171,73.857,3.7,0.356,Dat do vang / dat bazan cuc bo,3,low
2023-11-20,2023-11-26,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,58000,58000.0,2,observed,22.229,72.571,0.3,0.293,Dat do vang / dat bazan cuc bo,3,low
2023-11-27,2023-12-03,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,58800,58800.0,2,observed,23.871,71.571,1.6,0.276,Dat do vang / dat bazan cuc bo,3,low
2023-12-04,2023-12-10,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,60000,60000.0,3,observed,23.657,73.571,1.2,0.266,Dat do vang / dat bazan cuc bo,3,low
2023-12-11,2023-12-17,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,64000,64000.0,3,observed,23.357,73.143,0.5,0.259,Dat do vang / dat bazan cuc bo,3,low
2023-12-18,2023-12-24,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,68675,68675.0,4,observed,22.171,65.143,0.0,0.255,Dat do vang / dat bazan cuc bo,3,low
2023-12-25,2023-12-31,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,68550,68550.0,4,observed,22.643,70.857,0.7,0.268,Dat do vang / dat bazan cuc bo,3,low
2024-01-01,2024-01-07,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,68300,68300.0,1,observed,22.286,68.429,0.0,0.261,Dat do vang / dat bazan cuc bo,3,low
2024-01-08,2024-01-14,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,69350,69350.0,2,observed,22.371,69.0,0.0,0.248,Dat do vang / dat bazan cuc bo,3,low
2024-01-15,2024-01-21,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,71650,71650.0,2,observed,22.029,67.143,0.0,0.248,Dat do vang / dat bazan cuc bo,3,low
2024-01-22,2024-01-28,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,73400,73400.0,3,observed,21.8,64.429,0.0,0.243,Dat do vang / dat bazan cuc bo,3,low
2024-01-29,2024-02-04,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,77720,77720.0,5,observed,23.586,67.429,0.0,0.245,Dat do vang / dat bazan cuc bo,3,low
2024-02-05,2024-02-11,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,78200,78200.0,1,observed,24.514,67.143,0.6,0.256,Dat do vang / dat bazan cuc bo,3,low
2024-02-12,2024-02-18,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,77900,77900.0,1,observed,23.3,64.714,0.4,0.254,Dat do vang / dat bazan cuc bo,3,low
2024-02-19,2024-02-25,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,81367,81366.66666666667,3,observed,25.086,63.714,0.1,0.249,Dat do vang / dat bazan cuc bo,3,low
2024-02-26,2024-03-03,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,82300,82300.0,2,observed,24.429,63.286,0.1,0.249,Dat do vang / dat bazan cuc bo,3,low
2024-03-04,2024-03-10,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,87267,87266.66666666667,3,observed,26.629,59.286,0.0,0.246,Dat do vang / dat bazan cuc bo,3,low
2024-03-11,2024-03-17,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,91200,91200.0,2,observed,25.929,61.429,1.0,0.245,Dat do vang / dat bazan cuc bo,3,low
2024-03-18,2024-03-24,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,93733,93733.33333333333,3,observed,25.857,63.0,0.7,0.247,Dat do vang / dat bazan cuc bo,3,low
2024-03-25,2024-03-31,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,97233,97233.33333333333,3,observed,26.3,71.857,20.3,0.297,Dat do vang / dat bazan cuc bo,3,low
2024-04-01,2024-04-07,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,100000,100000.0,2,observed,27.486,71.429,7.7,0.3,Dat do vang / dat bazan cuc bo,3,low
2024-04-08,2024-04-14,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,103750,103750.0,2,observed,27.671,61.286,0.0,0.268,Dat do vang / dat bazan cuc bo,3,low
2024-04-15,2024-04-21,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,112100,112100.0,1,observed,28.486,60.143,0.3,0.256,Dat do vang / dat bazan cuc bo,3,low
2024-04-22,2024-04-28,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,126750,126750.0,2,observed,29.586,60.857,2.8,0.267,Dat do vang / dat bazan cuc bo,3,low
2024-04-29,2024-05-05,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,123367,123366.66666666667,3,observed,28.3,69.714,16.1,0.278,Dat do vang / dat bazan cuc bo,3,low
2024-05-06,2024-05-12,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,98625,98625.0,4,observed,28.157,62.571,8.4,0.278,Dat do vang / dat bazan cuc bo,3,low
2024-05-13,2024-05-19,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,100850,100850.0,4,observed,26.914,75.429,41.8,0.337,Dat do vang / dat bazan cuc bo,3,low
2024-05-20,2024-05-26,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,110914,110914.28571428571,7,observed,25.786,84.0,32.3,0.448,Dat do vang / dat bazan cuc bo,3,low
2024-05-27,2024-06-02,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,118540,118540.0,5,observed,25.643,85.286,35.1,0.458,Dat do vang / dat bazan cuc bo,3,low
2024-06-03,2024-06-09,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,123571,123571.42857142857,7,observed,25.1,87.143,66.9,0.474,Dat do vang / dat bazan cuc bo,3,low
2024-06-10,2024-06-16,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,122271,122271.42857142857,7,observed,26.071,80.857,14.8,0.433,Dat do vang / dat bazan cuc bo,3,low
2024-06-17,2024-06-23,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,121083,121083.33333333333,6,observed,25.086,87.0,59.5,0.447,Dat do vang / dat bazan cuc bo,3,low
2024-06-24,2024-06-30,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,121883,121883.33333333333,6,observed,24.914,85.714,30.1,0.477,Dat do vang / dat bazan cuc bo,3,low
2024-07-01,2024-07-07,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,120475,120475.0,4,observed,24.629,86.0,38.6,0.468,Dat do vang / dat bazan cuc bo,3,low
2024-07-08,2024-07-14,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,126950,126950.0,4,observed,24.129,88.714,98.0,0.498,Dat do vang / dat bazan cuc bo,3,low
2024-07-15,2024-07-21,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,127614,127614.28571428571,7,observed,23.786,91.143,96.6,0.504,Dat do vang / dat bazan cuc bo,3,low
2024-07-22,2024-07-28,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,125540,125540.0,5,observed,24.086,89.0,113.9,0.503,Dat do vang / dat bazan cuc bo,3,low
2024-07-29,2024-08-04,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,123233,123233.33333333333,3,observed,24.471,86.857,27.5,0.474,Dat do vang / dat bazan cuc bo,3,low
2024-08-05,2024-08-11,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,121825,121825.0,4,observed,24.943,87.429,47.1,0.475,Dat do vang / dat bazan cuc bo,3,low
2024-08-12,2024-08-18,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,119020,119020.0,5,observed,25.186,86.714,18.9,0.48,Dat do vang / dat bazan cuc bo,3,low
2024-08-19,2024-08-25,Kon Tum,Kon Tum,Robusta / ca phe nhan xo noi dia,118940,118940.0,5,observed,24.671,86.714,29.6,0.472,Dat do vang / dat bazan cuc bo,3,low
