period_start,period_end,province,area,coffee_type,avg_price_vnd_per_kg,observed_price_vnd_per_kg,price_observations,price_fill_method,avg_temperature_c,avg_humidity_percent,total_rainfall_mm,avg_soil_moisture_0_7cm,dominant_soil_type,soil_score,soil_data_confidence
2023-04-17,2023-04-23,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,50267,50266.666666666664,3,observed,23.571,78.571,7.5,0.322,Dat do vang tren bazan,4,medium
2023-04-24,2023-04-30,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,51150,51150.0,2,observed,24.1,68.571,20.9,0.284,Dat do vang tren bazan,4,medium
2023-05-01,2023-05-07,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,53700,53700.0,4,observed,24.129,75.857,13.0,0.315,Dat do vang tren bazan,4,medium
2023-05-08,2023-05-14,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,53643,53642.857142857145,7,observed,22.529,87.857,54.3,0.427,Dat do vang tren bazan,4,medium
2023-05-15,2023-05-21,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,56175,56175.0,4,observed,22.8,87.0,51.4,0.436,Dat do vang tren bazan,4,medium
2023-05-22,2023-05-28,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,60600,60600.0,2,observed,22.157,88.429,73.1,0.461,Dat do vang tren bazan,4,medium
2023-05-29,2023-06-04,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,60150,60150.0,2,observed,22.371,91.286,31.2,0.467,Dat do vang tren bazan,4,medium
2023-06-05,2023-06-11,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,62500,62500.0,4,observed,21.643,91.857,41.9,0.471,Dat do vang tren bazan,4,medium
2023-06-12,2023-06-18,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,64183,64183.333333333336,6,observed,21.843,90.429,44.4,0.466,Dat do vang tren bazan,4,medium
2023-06-19,2023-06-25,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,66050,66050.0,2,observed,22.3,88.429,65.3,0.482,Dat do vang tren bazan,4,medium
2023-06-26,2023-07-02,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65375,65375.0,4,observed,22.1,88.714,84.1,0.491,Dat do vang tren bazan,4,medium
2023-07-03,2023-07-09,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,64775,64775.0,4,observed,22.229,87.0,39.8,0.483,Dat do vang tren bazan,4,medium
2023-07-10,2023-07-16,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65250,65250.0,10,observed,21.957,90.429,66.9,0.494,Dat do vang tren bazan,4,medium
2023-07-17,2023-07-23,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65600,65600.0,2,observed,21.457,93.857,95.7,0.505,Dat do vang tren bazan,4,medium
2023-07-24,2023-07-30,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,67000,67000.0,1,observed,21.229,94.714,101.9,0.506,Dat do vang tren bazan,4,medium
2023-07-31,2023-08-06,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,66467,66466.66666666667,3,observed,21.543,93.429,38.7,0.491,Dat do vang tren bazan,4,medium
2023-08-07,2023-08-13,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,66900,66900.0,4,observed,22.371,90.571,20.4,0.452,Dat do vang tren bazan,4,medium
2023-08-14,2023-08-20,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65340,65340.0,5,observed,21.971,91.286,74.3,0.468,Dat do vang tren bazan,4,medium
2023-08-21,2023-08-27,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,64050,64050.0,2,observed,22.157,89.857,34.0,0.472,Dat do vang tren bazan,4,medium
2023-08-28,2023-09-03,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65267,65266.666666666664,3,observed,21.657,93.286,96.0,0.505,Dat do vang tren bazan,4,medium
2023-09-04,2023-09-10,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,64767,64766.666666666664,3,observed,21.929,91.714,51.3,0.487,Dat do vang tren bazan,4,medium
2023-09-11,2023-09-17,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65350,65350.0,6,observed,21.314,91.857,46.3,0.493,Dat do vang tren bazan,4,medium
2023-09-18,2023-09-24,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,67000,67000.0,2,observed,21.686,89.429,57.7,0.492,Dat do vang tren bazan,4,medium
2023-09-25,2023-10-01,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,65975,65975.0,4,observed,21.586,91.143,63.0,0.497,Dat do vang tren bazan,4,medium
2023-10-02,2023-10-08,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,64667,64666.666666666664,3,observed,22.029,90.286,50.1,0.482,Dat do vang tren bazan,4,medium
2023-10-09,2023-10-15,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,63060,63060.0,5,observed,21.8,89.571,43.7,0.479,Dat do vang tren bazan,4,medium
2023-10-16,2023-10-22,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,63500,63500.0,3,observed,21.571,90.0,50.0,0.491,Dat do vang tren bazan,4,medium
2023-10-23,2023-10-29,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,60200,60200.0,1,observed,21.414,89.429,45.6,0.489,Dat do vang tren bazan,4,medium
2023-10-30,2023-11-05,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,58000,58000.0,2,observed,21.8,86.571,47.6,0.479,Dat do vang tren bazan,4,medium
2023-11-06,2023-11-12,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,57600,57600.0,3,observed,21.871,86.429,26.0,0.473,Dat do vang tren bazan,4,medium
2023-11-13,2023-11-19,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,58400,58400.0,6,observed,21.143,85.286,7.8,0.452,Dat do vang tren bazan,4,medium
2023-11-20,2023-11-26,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,57600,57600.0,2,observed,20.829,82.714,7.5,0.407,Dat do vang tren bazan,4,medium
2023-11-27,2023-12-03,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,58150,58150.0,2,observed,21.529,81.0,5.5,0.375,Dat do vang tren bazan,4,medium
2023-12-04,2023-12-10,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,59325,59325.0,4,observed,21.486,81.143,4.5,0.342,Dat do vang tren bazan,4,medium
2023-12-11,2023-12-17,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,63780,63780.0,5,observed,21.7,72.0,0.2,0.257,Dat do vang tren bazan,4,medium
2023-12-18,2023-12-24,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,68050,68050.0,4,observed,20.529,79.286,19.4,0.277,Dat do vang tren bazan,4,medium
2023-12-25,2023-12-31,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,67925,67925.0,4,observed,21.157,77.857,2.8,0.322,Dat do vang tren bazan,4,medium
2024-01-01,2024-01-07,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,67500,67500.0,1,observed,21.343,75.286,9.1,0.263,Dat do vang tren bazan,4,medium
2024-01-08,2024-01-14,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,69600,69600.0,7,observed,21.343,68.714,0.2,0.23,Dat do vang tren bazan,4,medium
2024-01-15,2024-01-21,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,70725,70725.0,4,observed,21.214,73.429,11.3,0.237,Dat do vang tren bazan,4,medium
2024-01-22,2024-01-28,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,72800,72800.0,3,observed,20.886,64.857,0.0,0.213,Dat do vang tren bazan,4,medium
2024-01-29,2024-02-04,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,77383,77383.33333333333,6,observed,22.029,68.714,0.1,0.197,Dat do vang tren bazan,4,medium
2024-02-05,2024-02-11,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,77700,77700.0,1,observed,22.214,71.857,1.9,0.222,Dat do vang tren bazan,4,medium
2024-02-12,2024-02-18,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,78150,78150.0,4,observed,22.429,64.0,0.0,0.207,Dat do vang tren bazan,4,medium
2024-02-19,2024-02-25,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,80900,80900.0,3,observed,23.214,66.857,1.2,0.199,Dat do vang tren bazan,4,medium
2024-02-26,2024-03-03,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,81850,81850.0,2,observed,23.243,63.429,4.3,0.209,Dat do vang tren bazan,4,medium
2024-03-04,2024-03-10,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,87500,87500.0,4,observed,24.0,66.857,4.8,0.227,Dat do vang tren bazan,4,medium
2024-03-11,2024-03-17,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,90600,90600.0,5,observed,23.714,61.857,0.9,0.199,Dat do vang tren bazan,4,medium
2024-03-18,2024-03-24,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,92950,92950.0,2,observed,23.729,59.714,0.3,0.193,Dat do vang tren bazan,4,medium
2024-03-25,2024-03-31,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,96867,96866.66666666667,3,observed,24.386,69.143,9.3,0.218,Dat do vang tren bazan,4,medium
2024-04-01,2024-04-07,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,99650,99650.0,2,observed,24.7,73.0,5.1,0.246,Dat do vang tren bazan,4,medium
2024-04-08,2024-04-14,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,105940,105940.0,5,observed,25.386,59.714,1.5,0.201,Dat do vang tren bazan,4,medium
2024-04-15,2024-04-21,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,110700,110700.0,2,observed,24.586,70.571,7.9,0.212,Dat do vang tren bazan,4,medium
2024-04-22,2024-04-28,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,126500,126500.0,2,observed,25.471,71.143,10.2,0.229,Dat do vang tren bazan,4,medium
2024-04-29,2024-05-05,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,122833,122833.33333333333,3,observed,25.343,73.714,24.0,0.266,Dat do vang tren bazan,4,medium
2024-05-06,2024-05-12,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,98500,98500.0,5,observed,24.043,78.0,16.5,0.393,Dat do vang tren bazan,4,medium
2024-05-13,2024-05-19,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,100171,100171.42857142857,7,observed,23.757,83.0,45.5,0.412,Dat do vang tren bazan,4,medium
2024-05-20,2024-05-26,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,111417,111416.66666666667,6,observed,23.257,87.286,46.7,0.475,Dat do vang tren bazan,4,medium
2024-05-27,2024-06-02,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,118250,118250.0,4,observed,23.171,88.143,37.1,0.476,Dat do vang tren bazan,4,medium
2024-06-03,2024-06-09,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,122417,122416.66666666667,6,observed,23.271,85.286,42.9,0.476,Dat do vang tren bazan,4,medium
2024-06-10,2024-06-16,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,121220,121220.0,10,observed,22.914,86.714,50.0,0.47,Dat do vang tren bazan,4,medium
2024-06-17,2024-06-23,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,120083,120083.33333333333,6,observed,22.029,91.714,53.6,0.486,Dat do vang tren bazan,4,medium
2024-06-24,2024-06-30,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,120833,120833.33333333333,6,observed,22.014,90.286,65.6,0.489,Dat do vang tren bazan,4,medium
2024-07-01,2024-07-07,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,119550,119550.0,4,observed,22.229,89.143,69.1,0.494,Dat do vang tren bazan,4,medium
2024-07-08,2024-07-14,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,127133,127133.33333333333,6,observed,21.486,92.429,56.1,0.497,Dat do vang tren bazan,4,medium
2024-07-15,2024-07-21,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,127262,127262.5,8,observed,21.129,95.0,86.1,0.506,Dat do vang tren bazan,4,medium
2024-07-22,2024-07-28,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,125325,125325.0,4,observed,21.357,95.143,71.4,0.505,Dat do vang tren bazan,4,medium
2024-07-29,2024-08-04,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,122900,122900.0,3,observed,21.843,89.857,54.6,0.479,Dat do vang tren bazan,4,medium
2024-08-05,2024-08-11,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,121250,121250.0,4,observed,22.486,89.429,43.6,0.484,Dat do vang tren bazan,4,medium
2024-08-12,2024-08-18,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,118171,118171.42857142857,7,observed,22.614,89.571,29.2,0.465,Dat do vang tren bazan,4,medium
2024-08-19,2024-08-25,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,140183,140183.33333333334,6,observed,22.5,87.286,36.4,0.48,Dat do vang tren bazan,4,medium
2024-08-26,2024-09-01,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,119733,119733.33333333333,3,observed,21.386,92.714,66.3,0.501,Dat do vang tren bazan,4,medium
2024-09-02,2024-09-08,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,119400,119400.0,1,observed,21.629,93.571,72.0,0.504,Dat do vang tren bazan,4,medium
2024-09-09,2024-09-15,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,120567,120566.66666666667,6,observed,21.914,92.286,88.3,0.501,Dat do vang tren bazan,4,medium
2024-09-16,2024-09-22,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,122986,122985.71428571429,7,observed,21.357,95.714,122.1,0.507,Dat do vang tren bazan,4,medium
2024-09-23,2024-09-29,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,120167,120166.66666666667,3,observed,21.943,88.571,33.9,0.485,Dat do vang tren bazan,4,medium
2024-09-30,2024-10-06,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,119100,119100.0,6,observed,22.014,89.0,44.8,0.489,Dat do vang tren bazan,4,medium
2024-10-07,2024-10-13,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,113717,113716.66666666667,6,observed,21.643,89.714,60.4,0.491,Dat do vang tren bazan,4,medium
2024-10-14,2024-10-20,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,113400,113400.0,5,observed,21.414,90.857,158.2,0.499,Dat do vang tren bazan,4,medium
2024-10-21,2024-10-27,Lam Dong,Di Linh,Robusta / ca phe nhan xo noi dia,109700,109700.0,5,observed,20.943,87.571,57.5,0.477,Dat do vang tren bazan,4,medium
